Algorithm,Mean_ms,Std_ms,CV_percent,Min_ms,Max_ms,Constant_Time
Kyber512,3.1238833299984208,0.025014398083121846,0.8007468730637419,3.051876999961678,3.3312189999605835,True
Kyber768,4.666094219002616,0.030810090925221755,0.6602972310277835,4.575449000071785,4.874247999964609,True
Kyber1024,6.428144840998016,0.04169674519359712,0.6486590801075259,6.320449999975608,6.674257000099715,True
